ANO_ELEICAO;SG_UF;DS_CARGO;TP_AGREMIACAO;DS_COMPOSICAO_COLIGACAO
2008;PE;PREFEITO;COLIGACAO;PDT / PTN / PTB / PSB / PV / PRP / PC do B / PT do B
2008;SC;PREFEITO;COLIGACAO;PSDB / DEM / PMDB / PTB
2008;PR;PREFEITO;COLIGACAO;PT / PPS
2008;PR;PREFEITO;COLIGACAO;PSC / PP / PDT / PSDB / PT / PTN / PCB / PR / DEM / PMN / PTC / PSB / PRP / PT do B / PRTB
2008;PE;PREFEITO;COLIGACAO;PC do B / PR / PTB / PHS / PDT / PT / PPS / PSB
2008;CE;PREFEITO;COLIGACAO;PR / PSL / PTC / PP / PRTB / DEM / PPS
2008;RS;PREFEITO;COLIGACAO;PC do B / PDT / PT / PSB
2008;CE;PREFEITO;COLIGACAO;PP / PV / DEM / PPS
2008;CE;PREFEITO;COLIGACAO;PP / PHS / PMDB / PV / PRB / PT / PSB
2008;MS;PREFEITO;COLIGACAO;PP / PSDB / PMDB / PRB / PPS / PT / PSB
2008;RO;PREFEITO;COLIGACAO;PSB / PMDB / PRTB / PPS / PMN / PR / PC do B
2008;BA;PREFEITO;COLIGACAO;PR / PT / PRP / PC do B
2008;AL;PREFEITO;COLIGACAO;PSC / PMDB
2008;AM;PREFEITO;COLIGACAO;PC do B / PR / PP / PMDB / PRP / PDT / PSC / PSB
2008;BA;PREFEITO;COLIGACAO;PSL / PP / PDT / PSC / PSB
2008;PA;PREFEITO;COLIGACAO;PSDB / DEM / PV / PRTB / PSL / PR
2008;PE;PREFEITO;COLIGACAO;PR / PTB / PSDC / PP / PSDB / PMDB / DEM / PRB
2008;PR;PREFEITO;COLIGACAO;PDT / PPS
2008;PR;PREFEITO;COLIGACAO;PSDB / PDT / PTB / PPS / PR / PSL
2008;TO;PREFEITO;COLIGACAO;PDT / PRB / PPS / PTN / PSC / DEM / PR
2008;RS;PREFEITO;COLIGACAO;PMDB / PT
2008;RS;PREFEITO;COLIGACAO;PSDB / PMDB / PDT / PT
2008;RS;PREFEITO;COLIGACAO;PMDB / PT
2008;RJ;PREFEITO;COLIGACAO;PDT / PV
2008;SP;PREFEITO;COLIGACAO;PSL / PP / PSDC / PMDB
2008;PR;PREFEITO;COLIGACAO;PR / PTC / PP / PMDB / PSC / PPS
2008;RO;PREFEITO;COLIGACAO;PSDC / PSDB / PMDB / PMN / PSC / PPS
2008;SC;PREFEITO;COLIGACAO;DEM / PSB / PSDB
2008;MG;PREFEITO;COLIGACAO;PMDB / PSDB / PTB / PMN / PT
2008;MG;PREFEITO;COLIGACAO;PV / PP / PMDB / PSDB / PTB / PHS / PRTB
2008;MG;PREFEITO;COLIGACAO;PTB / PR / PP / PPS / PT / DEM
2008;MT;PREFEITO;COLIGACAO;PSDB / DEM / PR / PSB
2008;AM;PREFEITO;COLIGACAO;PP / PMDB / PPS / PSOL / DEM / PCB / PTC / PSC / PRP / PRB / PSDB / PMN / PHS / PTB / PDT / PSL / PRTB / PTN
2008;PI;PREFEITO;COLIGACAO;PC do B / PMDB / PDT / PRB / PMN / PT / PSB
2008;PI;PREFEITO;COLIGACAO;PMDB / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PP / PSDB / PPS / PT
2008;MA;PREFEITO;COLIGACAO;PTN / PC do B / PSDC / PP / PRTB / PMN / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PTB / PP / PSDC / PHS / PV / PRB / PT
2008;BA;PREFEITO;COLIGACAO;PC do B / PHS / PT
2008;GO;PREFEITO;COLIGACAO;PSDB / PR
2008;PB;PREFEITO;COLIGACAO;PR / PSDC / PHS
2008;PR;PREFEITO;COLIGACAO;PRTB / PPS / PSC
2008;BA;PREFEITO;COLIGACAO;PR / PTB / PRTB / PRB / DEM / PMDB
2008;BA;PREFEITO;COLIGACAO;PC do B / PDT / PT
2008;MT;PREFEITO;COLIGACAO;PT / PDT / PTB / PP / DEM / PSB / PSDB
2008;MT;PREFEITO;COLIGACAO;PP / PMDB / PSB
2008;AM;PREFEITO;COLIGACAO;PTN / PC do B / PTB / PSDB / PHS / PT do B / PV / PPS
2008;PR;PREFEITO;COLIGACAO;PSDB / PPS / PT
2008;PR;PREFEITO;COLIGACAO;PT / PTB / PMDB / PSC / DEM / PV
2008;PA;PREFEITO;COLIGACAO;PP / PMDB / PSC / DEM
2008;AL;PREFEITO;COLIGACAO;PMDB / PPS / PR / PDT / PTB
2008;PR;PREFEITO;COLIGACAO;PP / PMDB / PR / PTB / PSDB / PT
2008;GO;PREFEITO;COLIGACAO;PSDB / PR / PTN / PSB / PRB / PTC / PDT / PTB
2008;PB;PREFEITO;COLIGACAO;PSDB / PMDB / DEM / PMN / PT
2008;PR;PREFEITO;COLIGACAO;PDT / PMDB / PSC
2008;PE;PREFEITO;COLIGACAO;PR / PTN / PP / PSDB / PDT / PMN / PT
2008;MG;PREFEITO;COLIGACAO;PTB / PMDB / PDT / DEM / PT / PSC / PSB
2008;CE;PREFEITO;COLIGACAO;PP / PTB / PSL / PTN / PPS / PHS / PSB / PV / PC do B
2008;MG;PREFEITO;COLIGACAO;PSDB / PV / PTB
2008;MG;PREFEITO;COLIGACAO;PTB / PHS / PV / PSB / PT
2008;RN;PREFEITO;COLIGACAO;PSL / PR / PC do B / PTB / PT / PSC / PSB
2008;PA;PREFEITO;COLIGACAO;PMDB / PTN / PR / PT do B / PSDC / PP
2008;RN;PREFEITO;COLIGACAO;PC do B / PP / PV / PMN / PSB
2008;MG;PREFEITO;COLIGACAO;PRB / PSL / PR / PTC / PSDB
2008;SP;PREFEITO;COLIGACAO;PSL / PTN / PHS / PRTB
2008;SP;PREFEITO;COLIGACAO;PRB / PP / PDT / PTB / PMDB / PSC / PR / PPS / DEM / PV / PSDB
2008;AC;PREFEITO;COLIGACAO;PHS / PMDB / PMN / PPS
2008;SP;PREFEITO;COLIGACAO;PDT / PTB
2008;BA;PREFEITO;COLIGACAO;PRB / PTN / PSC / PR / DEM / PHS / PTC / PSB / PT do B
2008;BA;PREFEITO;COLIGACAO;PC do B / PTC / PV / PT / PSC / PSDC / PSB / PSDB / PP / PHS / PRB
2008;SP;PREFEITO;COLIGACAO;PDT / PSL / PMDB / DEM / PV / PSC / PR / PSDB / PP / PPS
2008;PB;PREFEITO;COLIGACAO;PSL / PMDB / PRP / PV / PT / PSC / PRB / PSB / PTC
2008;MA;PREFEITO;COLIGACAO;PTC / PSDC / PSDB / PMDB
2008;MA;PREFEITO;COLIGACAO;PRTB / PSC / PTB / PT / PRP / PSL / PSDC
2008;GO;PREFEITO;COLIGACAO;PC do B / PSDB / PDT
2008;MG;PREFEITO;COLIGACAO;PTC / PTB / PV / PSC / PSB / PSDB / PP / PHS / PPS / PRB
2008;CE;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PSL / PTB / PMDB / DEM / PV / PT / PR / PSC / PTN / PRTB
2008;MG;PREFEITO;COLIGACAO;PRB / PDT / PT / PTB / PMDB / PTN / PR / PPS / DEM / PSDC / PRTB / PTC / PRP / PC do B / PT do B
2008;RN;PREFEITO;COLIGACAO;PC do B / PMDB / PV / PPS
2008;PI;PREFEITO;COLIGACAO;PR / PSL / PTB / PT / PSB
2008;GO;PREFEITO;COLIGACAO;PTB / PSDB / PSB / PP / PC do B / PMN / PDT / PTC
2008;BA;PREFEITO;COLIGACAO;PC do B / PMDB / PV / PT
2008;PA;PREFEITO;COLIGACAO;PTB / PSDB / PT do B / DEM / PRB / PSC / PR
2008;PR;PREFEITO;COLIGACAO;PT / PP / PSDC
2008;PR;PREFEITO;COLIGACAO;PV / PMDB / PSC / PPS / PR
2008;GO;PREFEITO;COLIGACAO;PR / PMDB / DEM / PSC / PSB
2008;MA;PREFEITO;COLIGACAO;PR / PSDB / PRP / PRTB / DEM / PPS
2008;SC;PREFEITO;COLIGACAO;PC do B / PMDB / PRB / PSB
2008;SP;PREFEITO;COLIGACAO;PDT / PSL / PTB / PMDB / DEM / PSDC / PP / PPS / PRB
2008;GO;PREFEITO;COLIGACAO;PTB / PTN / DEM / PSDC / PRTB / PHS / PMN / PP / PSB / PSDB / PRB
2008;GO;PREFEITO;COLIGACAO;PTB / PSDB / PP
2008;SP;PREFEITO;COLIGACAO;PV / PSC / DEM / PSDC / PTN / PHS / PT do B / PC do B / PRP / PT
2008;SP;PREFEITO;COLIGACAO;DEM / PMDB / PMN / PSL / PV / PT do B / PSC / PR / PHS / PTN / PRTB / PPS / PRB
2008;PB;PREFEITO;COLIGACAO;PTB / PSDC / PMN / PT / PRB / PMDB / PRTB / PSL / PT do B
2008;MG;PREFEITO;COLIGACAO;PP / PDT / PMDB / PR / PPS / DEM / PMN / PTC / PSB / PV / PSDB / PSL
2008;MT;PREFEITO;COLIGACAO;PR / PSB / PV / PTB
2008;MT;PREFEITO;COLIGACAO;PR / PTB / PP / PHS / PMDB / PDT / DEM
2008;RS;PREFEITO;COLIGACAO;PC do B / PPS / PT / PSB
2008;PB;PREFEITO;COLIGACAO;PP / PSDB / PDT / PV
2008;RS;PREFEITO;COLIGACAO;PDT / PR / PRB / PPS / PT / PSB / PC do B / PTB
2008;RN;PREFEITO;COLIGACAO;PMDB / PT / PPS
2008;MG;PREFEITO;COLIGACAO;PT / PSB / PV / PC do B / PMN / PHS / PRTB / PTN / PCB
2008;CE;PREFEITO;COLIGACAO;PR / PSDC / PSDB / PMDB / PDT / DEM / PRB / PT
2008;RJ;PREFEITO;COLIGACAO;PMDB / PT / PP / PHS / PV / PSB
2008;AL;PREFEITO;COLIGACAO;PC do B / PMN / PTB / PMDB / PRP / PT do B / PT / PSC / PSDB / PP / PTN / PRTB / PPS
2008;RN;PREFEITO;COLIGACAO;PSB / PP / DEM
2008;PA;PREFEITO;COLIGACAO;PR / PTB / PSL / PMN / PV / PSDB / DEM / PSDC
2008;RN;PREFEITO;COLIGACAO;PR / PMN / PSB
2008;CE;PREFEITO;COLIGACAO;PRB / PP / PT / PMDB / PSC / DEM / PSDC / PTC / PV
2008;PE;PREFEITO;COLIGACAO;PT / PMDB / PSL / PPS / PV
2008;PB;PREFEITO;COLIGACAO;PTB / PSDB / DEM
2008;MG;PREFEITO;COLIGACAO;PR / PMDB / PDT / DEM / PT
2008;SP;PREFEITO;COLIGACAO;PR / PSDC / PMDB / PSC / PT / PSB
2008;SE;PREFEITO;COLIGACAO;PDT / PTN / PSC / PHS
2008;SP;PREFEITO;COLIGACAO;PMDB / PSC / PSL
2008;TO;PREFEITO;COLIGACAO;PR / PTB / PP / PSDB / PV / PSC / PT
2008;CE;PREFEITO;COLIGACAO;PR / PMDB / PSDB / PRTB / PPS
2008;MT;PREFEITO;COLIGACAO;PR / PTB / PP / PMDB / PT / PPS / PSB
2008;AM;PREFEITO;COLIGACAO;PSB / PRTB / PV / PR / PRB / PTB
2008;BA;PREFEITO;COLIGACAO;PMDB / PDT / PRP
2008;BA;PREFEITO;COLIGACAO;PC do B / PSL / PP / PSDB / PMDB / PDT / PV / PSC
2008;MS;PREFEITO;COLIGACAO;PTN / PTB / PV / DEM / PRB / PMN / PSC
2008;PE;PREFEITO;COLIGACAO;PMDB / PR / DEM / PSB / PSDB
2008;MT;PREFEITO;COLIGACAO;PP / PSDB / PSDC / PSC / PSB
2008;MT;PREFEITO;COLIGACAO;PP / PMDB / PTB / PSL / PR / PPS
2008;PR;PREFEITO;COLIGACAO;PP / PSDB / PRP / PDT / PV
2008;PR;PREFEITO;COLIGACAO;PMDB / PRP / PDT / DEM
2008;MG;PREFEITO;COLIGACAO;PP / PMN / PT
2008;PR;PREFEITO;COLIGACAO;PMDB / PDT / PT / PP
2008;MT;PREFEITO;COLIGACAO;PR / PTB / PV / PMN / DEM / PRB / PSC / PSB / PDT
2008;MT;PREFEITO;COLIGACAO;PR / PSB / PV / PTB
2008;PR;PREFEITO;COLIGACAO;PTB / PRB / PP / PMDB / PSC / PR / PPS / PHS / PTC / PSB
2008;TO;PREFEITO;COLIGACAO;PSDB / PV / PP / PR / PRP / DEM / PDT / PTB / PSC / PRTB
2008;PR;PREFEITO;COLIGACAO;PMDB / PRP / PDT / DEM
2008;BA;PREFEITO;COLIGACAO;PR / PP / PSDB / DEM
2008;RS;PREFEITO;COLIGACAO;PDT / PSDB / PTB / DEM / PMDB
2008;BA;PREFEITO;COLIGACAO;PP / PSC
2008;AM;PREFEITO;COLIGACAO;PTN / PSDB / PHS / PMDB / PRP / PRTB / DEM
2008;RJ;PREFEITO;COLIGACAO;PP / PRP / PRTB / PV / DEM / PRB / PPS / PSB
2008;SP;PREFEITO;COLIGACAO;PR / PMDB / PV / DEM / PPS / PSC
2008;SP;PREFEITO;COLIGACAO;PC do B / PSDC / PMDB / PT
2008;MG;PREFEITO;COLIGACAO;PTB / PDT / PV
2008;CE;PREFEITO;COLIGACAO;PT / PMDB / PSB / PC do B / PTB
2008;MA;PREFEITO;COLIGACAO;PP / PDT / PV / PT / PSC
2008;RJ;PREFEITO;COLIGACAO;PSL / PTB / PSDC / PP / PSDB / PRP / PDT / PMN / PSB
2008;SC;PREFEITO;COLIGACAO;PSDB / PMDB / PSB
2008;RO;PREFEITO;COLIGACAO;PSL / PTN / PR / PSDC / PMN / PV / PSDB
2008;RN;PREFEITO;COLIGACAO;PP / PTB / PT / PMN / PSB / PSDB
2008;MG;PREFEITO;COLIGACAO;DEM / PSL / PPS / PHS
2008;MG;PREFEITO;COLIGACAO;PDT / PMDB / PSL / PSDB
2008;MG;PREFEITO;COLIGACAO;PTC / PTB / PP / PSDB / PMDB / DEM / PT / PSC
2008;PI;PREFEITO;COLIGACAO;PT / PSB / PC do B / PMDB
2008;PR;PREFEITO;COLIGACAO;PC do B / PR / PP / PSDB / PDT / DEM / PSC
2008;GO;PREFEITO;COLIGACAO;PP / PSDB / PR / PTN / PT do B
2008;RJ;PREFEITO;COLIGACAO;PRB / PP / PDT / PT / PTB / PMDB / PSL / PSC / DEM / PV / PT do B
2008;SE;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PCB / PMDB / PRP / PV / PT / PP / PPS / PRB / PT do B
2008;SE;PREFEITO;COLIGACAO;PR / PTC / PDT / PTB / PSDC / DEM / PRTB / PSC
2008;RJ;PREFEITO;COLIGACAO;PDT / PTC / PTB / PMDB / PV / DEM / PT do B / PT / PSDC / PSC / PSDB / PP / PHS / PTN / PRTB / PPS / PMN
2008;MS;PREFEITO;COLIGACAO;PSDB / PMDB / PR / PDT / PV / PPS / PTB / PP / DEM / PSB
2008;RS;PREFEITO;COLIGACAO;PMDB / PDT / PT / PSB
2008;PR;PREFEITO;COLIGACAO;PSL / DEM / PP / PMN / PV
2008;SP;PREFEITO;COLIGACAO;PSDB / PP / PMDB / DEM / PSDC / PMN / PSB
2008;SP;PREFEITO;COLIGACAO;PSDB / DEM
2008;PA;PREFEITO;COLIGACAO;PMN / PSL / PTC / PTB / PMDB / PRP / PT do B / PSDC / PSB / PRB
2008;AC;PREFEITO;COLIGACAO;PSC / PT
2008;PA;PREFEITO;COLIGACAO;PSL / PR / PSDB / PDT / PMN / PPS
2008;MG;PREFEITO;COLIGACAO;PTB / PV / PRB / PP / PSDB / DEM
2008;MG;PREFEITO;COLIGACAO;PP / PMDB / PDT / PSC / PTB
2008;MG;PREFEITO;COLIGACAO;PR / PMN
2008;GO;PREFEITO;COLIGACAO;PC do B / PSL / PP / PSDC / PSDB / PRTB / PT do B / DEM
2008;RN;PREFEITO;COLIGACAO;PMDB / PDT / PT / PSB
2008;SP;PREFEITO;COLIGACAO;PRB / PP / PDT / PT
2008;SP;PREFEITO;COLIGACAO;PSDB / PMDB / PV / PSC / PPS
2008;MA;PREFEITO;COLIGACAO;PRB / PTB / PP / PMDB / PR / PHS / PV / PRP / PT do B
2008;BA;PREFEITO;COLIGACAO;PRB / PDT
2008;PR;PREFEITO;COLIGACAO;PTB / PMDB / PMN / PSB
2008;PR;PREFEITO;COLIGACAO;PC do B / PTB / PMDB / PRP / DEM / PV / PT / PR / PSDB / PRTB
2008;SC;PREFEITO;COLIGACAO;PSDB / PMDB / PSB
2008;RJ;PREFEITO;COLIGACAO;PR / PMN / PSDB
2008;PR;PREFEITO;COLIGACAO;PP / PSDB / PMDB / PRP
2008;PR;PREFEITO;COLIGACAO;PTB / PPS / PT
2008;MG;PREFEITO;COLIGACAO;PTB / PMDB / PRB / DEM / PMN / PT / PSB
2008;SP;PREFEITO;COLIGACAO;PHS / PRTB / PT do B / PT / PPS / PSB
2008;AL;PREFEITO;COLIGACAO;PDT / PMN / PTB / PRP / DEM / PT / PSDB / PP / PPS
2008;MA;PREFEITO;COLIGACAO;PP / PTB / PMDB / PSL / PSC / DEM / PV / PSDB
2008;MG;PREFEITO;COLIGACAO;PSL / PR / PTB / PP / PV / PT do B / DEM / PRB
2008;MG;PREFEITO;COLIGACAO;PSDC / PMDB / PV / DEM
2008;CE;PREFEITO;COLIGACAO;PSDB / PSB / PC do B
2008;SP;PREFEITO;COLIGACAO;PMDB / PSB / PT / PDT / PTB / DEM / PMN / PTC / PSC / PP / PSDC / PRB
2008;AL;PREFEITO;COLIGACAO;PP / PSDB / PSC / PSB
2008;SP;PREFEITO;COLIGACAO;PC do B / PSDC / PMDB / PT do B / PT
2008;GO;PREFEITO;COLIGACAO;PR / PSDB / DEM
2008;MG;PREFEITO;COLIGACAO;PP / PR / DEM
2008;RO;PREFEITO;COLIGACAO;PDT / PTB / DEM / PV / PR / PSB / PSDB / PP / PPS
2008;MA;PREFEITO;COLIGACAO;PDT / PT / PRB / PRP / PC do B / PCB / PSDB / PMN / PSDC / PTB / PR
2008;AP;PREFEITO;COLIGACAO;PSDC / PP / PRTB / PSC / PPS
2008;MT;PREFEITO;COLIGACAO;PR / PSDB / PRB / PT
2008;MA;PREFEITO;COLIGACAO;PDT / PTC / PPS / PSDB
2008;TO;PREFEITO;COLIGACAO;PTB / PR / PSDB / PV / PP
2008;PA;PREFEITO;COLIGACAO;PT / PSDC / PSB / PTB / PC do B / PRB / PP
2008;PB;PREFEITO;COLIGACAO;PP / PMDB / DEM / PT / PR / PT do B / PDT / PSC / PPS / PSB / PSL
2008;PR;PREFEITO;COLIGACAO;PT / PSB / PMDB
2008;PI;PREFEITO;COLIGACAO;PR / PTB / PSDB / PMDB / DEM / PT
2008;MG;PREFEITO;COLIGACAO;PP / PDT / PT / PTB / PMDB / PSL / PTN / PR / DEM / PRTB / PHS / PSB / PV / PSDB / PC do B / PT do B
2008;RS;PREFEITO;COLIGACAO;PP / PSDB / PMDB / PDT / DEM / PT / PSB
2008;RS;PREFEITO;COLIGACAO;PSB / PP / PDT / PT / PPS / DEM
2008;PA;PREFEITO;COLIGACAO;PDT / PRP / PSC / PPS / PT do B / PR / PTB / PP / PSB
2008;BA;PREFEITO;COLIGACAO;PR / PTC / PC do B / PP / PHS / PDT / PT
2008;MG;PREFEITO;COLIGACAO;PP / PSC / PPS / PSDB / PSB / DEM / PRP / PHS
2008;PE;PREFEITO;COLIGACAO;PR / PTN / PP / PHS / PRB / PSC
2008;MG;PREFEITO;COLIGACAO;PP / PMDB / PR / PPS
2008;RN;PREFEITO;COLIGACAO;PC do B / PMDB / DEM / PT
2008;BA;PREFEITO;COLIGACAO;PMDB / PP / PDT / PTB / PSC / PR / PRP / PSDB / PC do B
2008;PA;PREFEITO;COLIGACAO;PMDB / DEM
2008;BA;PREFEITO;COLIGACAO;PC do B / PTC / PV / PT / PSC / PSDC / PSB / PSDB / PP / PHS / PRB
2008;BA;PREFEITO;COLIGACAO;PDT / PT / PMDB / PC do B
2008;SP;PREFEITO;COLIGACAO;PDT / PTB / PMDB / PSDC / PSDB / PP / PRTB / PPS / PRB
2008;SP;PREFEITO;COLIGACAO;PP / DEM / PRB / PSC / PSB
2008;AL;PREFEITO;COLIGACAO;PSDC / PP / PMDB / PV / PMN / PSC / PT
2008;BA;PREFEITO;COLIGACAO;PDT / PPS / PC do B
2008;MG;PREFEITO;COLIGACAO;PTN / PC do B / PR / PMN / PT / PSB
2008;MS;PREFEITO;COLIGACAO;PSDB / PDT / DEM / PMDB / PPS / PMN / PP
2008;TO;PREFEITO;COLIGACAO;PMDB / PDT / PT
2008;RS;PREFEITO;COLIGACAO;PC do B / PMN / PHS
2008;MA;PREFEITO;COLIGACAO;PR / PTB / PP / PMDB / PV / PSC
2008;MG;PREFEITO;COLIGACAO;PMDB / PT do B / PDT / PP / PV / PR / PSL
2008;PA;PREFEITO;COLIGACAO;PDT / PT / PSB
2008;PI;PREFEITO;COLIGACAO;PMDB / PSDB / PT / PP
2008;ES;PREFEITO;COLIGACAO;PSDB / PPS / PT / PRP / PR
2008;SC;PREFEITO;COLIGACAO;PR / PTB / PSDB / PMDB / PT / PPS
2008;SP;PREFEITO;COLIGACAO;DEM / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PSDB / DEM
2008;TO;PREFEITO;COLIGACAO;PR / DEM / PRB / PT / PPS
2008;MG;PREFEITO;COLIGACAO;PTN / PTB / PHS / PRP / PDT / DEM / PPS
2008;RS;PREFEITO;COLIGACAO;DEM / PPS
2008;SP;PREFEITO;COLIGACAO;DEM / PV / PPS / PR / PMDB
2008;SE;PREFEITO;COLIGACAO;PTN / PMDB / PSB
2008;MG;PREFEITO;COLIGACAO;PC do B / PRP / PV / PRB / PT / PSB / PTC / PMN
2008;RS;PREFEITO;COLIGACAO;PTB / PP / PSDB
2008;PR;PREFEITO;COLIGACAO;PP / PDT / DEM / PT
2008;RO;PREFEITO;COLIGACAO;PTN / PT / PC do B / PSC / PMDB / PSL / PSDC / PTC / PRB / PRTB
2008;PE;PREFEITO;COLIGACAO;PSL / PTB / PRP / PSB
2008;SP;PREFEITO;COLIGACAO;PMDB / DEM
2008;PI;PREFEITO;COLIGACAO;PDT / PTB / DEM / PC do B
2008;PR;PREFEITO;COLIGACAO;PT / PTB / PR / DEM
2008;RS;PREFEITO;COLIGACAO;PSDB / PMDB / PT
2008;RS;PREFEITO;COLIGACAO;DEM / PTB / PSDB
2008;SP;PREFEITO;COLIGACAO;PMDB / PSB / PR
2008;PE;PREFEITO;COLIGACAO;PRB / PC do B / PT do B
2008;AL;PREFEITO;COLIGACAO;PC do B / PRTB / PMN / PT
2008;AL;PREFEITO;COLIGACAO;PC do B / PSL / PTB / DEM / PSC / PSB / PSDB / PP / PPS
2008;PR;PREFEITO;COLIGACAO;PP / DEM / PSDB
2008;SC;PREFEITO;COLIGACAO;PP / DEM / PR
2008;SC;PREFEITO;COLIGACAO;PT / PDT / PTB / DEM
2008;SC;PREFEITO;COLIGACAO;PTB / DEM / PV / PSC / PSDB / PP / PPS / PRB
2008;SP;PREFEITO;COLIGACAO;PP / PTB / PSDB / DEM
2008;SP;PREFEITO;COLIGACAO;PSDB / DEM / PRB / PSB / PDT / PV / PPS
2008;SP;PREFEITO;COLIGACAO;PR / PP / PDT / DEM
2008;RN;PREFEITO;COLIGACAO;PC do B / PHS / PRB / PT / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PT / PTB / PSL / PMDB / DEM
2008;SP;PREFEITO;COLIGACAO;PV / PT / PC do B / PTC / PMDB / PDT / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PTB / DEM / PRB / PPS / PT
2008;PR;PREFEITO;COLIGACAO;PDT / PSL / PRP / PR / PSDB / PP / PHS / PTN / PRTB / PPS / PRB / PSB / PT / PSDC
2008;SC;PREFEITO;COLIGACAO;PC do B / PR / PRTB / PDT / PV / PT / PSB
2008;ES;PREFEITO;COLIGACAO;PTB / PP / PRP / PDT / PT do B / PRB / PPS
2008;AM;PREFEITO;COLIGACAO;PDT / PMN / PSL / PTC / PMDB / DEM / PT / PSDC / PSC / PR / PSB / PP / PRB
2008;GO;PREFEITO;COLIGACAO;PR / PSDB / PMDB / DEM / PPS / PT / PTB
2008;SC;PREFEITO;COLIGACAO;PP / PMDB / DEM / PT
2008;PA;PREFEITO;COLIGACAO;PTB / PDT / PV / PRB / DEM / PPS
2008;SP;PREFEITO;COLIGACAO;PR / PTB / DEM
2008;SP;PREFEITO;COLIGACAO;PSDB / PDT / PMDB / PSB / PP
2008;MA;PREFEITO;COLIGACAO;PRP / PHS / PP / PTN / PT do B / PRB
2008;PB;PREFEITO;COLIGACAO;PP / PSDB / PMDB / PMN / PT / PSC / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PT / PSC / PSB
2008;SE;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PCB / PMDB / PRP / PV / PT / PP / PPS / PRB / PT do B
2008;RS;PREFEITO;COLIGACAO;PDT / PT / PTN / PSC / PR / PHS / PSB / PV / PC do B
2008;BA;PREFEITO;COLIGACAO;PDT / PTB / PR / DEM
2008;SP;PREFEITO;COLIGACAO;PSDB / PMDB / PPS / PSB
2008;AC;PREFEITO;COLIGACAO;PT / PC do B / PDT / PSB / PR / PT do B / PTN / PSDB / PTB / PPS
2008;PR;PREFEITO;COLIGACAO;PSL / PTB / PP / PDT / DEM / PT
2008;AM;PREFEITO;COLIGACAO;PSL / PTC / PMDB / PSC / PR / PSB / PSDB / PP / PTN / PRB
2008;SP;PREFEITO;COLIGACAO;PMDB / PR
2008;RN;PREFEITO;COLIGACAO;PC do B / PR / PTB / PSDB / PRP / PMN / DEM / PSB
2008;RN;PREFEITO;COLIGACAO;PP / PTB / PMDB / DEM / PMN / PSB / PC do B
2008;BA;PREFEITO;COLIGACAO;PC do B / DEM / PRB / PSC / PR / PTC / PV / PSDB
2008;PI;PREFEITO;COLIGACAO;PSB / PSDB / DEM
2008;PR;PREFEITO;COLIGACAO;PSL / PTB / PMDB / DEM / PSC / PR / PSB / PSDB / PTN
2008;CE;PREFEITO;COLIGACAO;PTB / PP / PSDB
2008;SE;PREFEITO;COLIGACAO;PSL / PTC / PTB / DEM / PT do B / PSC / PR / PSDB / PP / PRTB
2008;PE;PREFEITO;COLIGACAO;PTC / PRP / PRTB / PMN / PT
2008;RJ;PREFEITO;COLIGACAO;PTC / PSL / PP / PDT / PMN / DEM / PT / PSB
2008;PE;PREFEITO;COLIGACAO;PR / PTB / PT / PSB
2008;AL;PREFEITO;COLIGACAO;PTB / PHS / PSL / PT / PDT / PRTB / PMN / PP / PT do B / PRB
2008;AL;PREFEITO;COLIGACAO;PRB / PSL / PTN / PSDB / PC do B
2008;SP;PREFEITO;COLIGACAO;PT / PTB / PR
2008;GO;PREFEITO;COLIGACAO;PSDB / PP / PSDC / PSB / PDT / PTB / DEM / PT do B / PTN / PPS / PRP
2008;RS;PREFEITO;COLIGACAO;PTB / PMDB
2008;RS;PREFEITO;COLIGACAO;PP / PDT / PTB / PSDB
2008;CE;PREFEITO;COLIGACAO;PSDB / PP
2008;AM;PREFEITO;COLIGACAO;PTN / PTC / PV / PT do B
2008;SP;PREFEITO;COLIGACAO;DEM / PMDB / PDT / PC do B / PRB / PSDC
2008;AL;PREFEITO;COLIGACAO;PSB / PMDB / DEM / PSDB
2008;AM;PREFEITO;COLIGACAO;PTN / PSDB / PHS / PMDB / PRP / PRTB / DEM
2008;AM;PREFEITO;COLIGACAO;PTN / PTC / PRTB / PRB
2008;BA;PREFEITO;COLIGACAO;PR / PP / PSDB
2008;GO;PREFEITO;COLIGACAO;PSDB / PMDB / PRTB / PT do B / DEM / PSC
2008;GO;PREFEITO;COLIGACAO;PP / PDT / PTB / DEM / PSDB
2008;MA;PREFEITO;COLIGACAO;PDT / PP / PT do B / PTN / PRB / PTC / PT
2008;PA;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PTB / PMDB / PT / PSB / PPS / PRB / PSC / PR / PP
2008;MG;PREFEITO;COLIGACAO;PDT / PMN / DEM / PSC / PSDC / PSB / PSDB / PHS / PPS
2008;PR;PREFEITO;COLIGACAO;PMDB / PP / PT / PR / PSC / PV
