ANO_ELEICAO;SG_UF;DS_CARGO;TP_AGREMIACAO;DS_COMPOSICAO_COLIGACAO
2008;PA;PREFEITO;COLIGACAO;PMN / PSL / PTC / PTB / PMDB / PRP / PT do B / PSDC / PSB / PRB
2008;MG;PREFEITO;COLIGACAO;PP / PSL / DEM
2008;RO;PREFEITO;COLIGACAO;PP / PDT / PTB / PMDB / PTN / PSC / PR / PPS / DEM / PSDC / PMN / PSB / PV / PSDB / PT do B
2008;MG;PREFEITO;COLIGACAO;PR / PSDB / PMDB / PRB / PSC
2008;SP;PREFEITO;COLIGACAO;PTB / PPS / DEM
2008;PA;PREFEITO;COLIGACAO;PDT / PTC / PTB / PRP / PV / PT do B / PSC / PSDC / PR / PRTB
2008;SP;PREFEITO;COLIGACAO;PSL / PTB / PSDC / PRTB / PT / PSC / PSB
2008;MG;PREFEITO;COLIGACAO;PP / PPS / PTC / PSDB
2008;RN;PREFEITO;COLIGACAO;PT / PR / PMN / PSB / PC do B
2008;MG;PREFEITO;COLIGACAO;DEM / PSC / PPS / PSDB / PC do B
2008;MA;PREFEITO;COLIGACAO;PRB / PTN / PMN / PR / PSB
2008;SP;PREFEITO;COLIGACAO;PP / PTB / PSDB / DEM / PMDB
2008;TO;PREFEITO;COLIGACAO;PMDB / DEM / PDT / PT
2008;BA;PREFEITO;COLIGACAO;PSL / PTC
2008;SC;PREFEITO;COLIGACAO;PRB / PP / PDT / PPS / PSB / PV / PSDB / PC do B
2008;MA;PREFEITO;COLIGACAO;PR / PP / PDT / PSL / PHS
2008;SC;PREFEITO;COLIGACAO;PMDB / PRB / PT
2008;MG;PREFEITO;COLIGACAO;PTB / PMN / PR / PMDB / PT / PV / PSC
2008;MG;PREFEITO;COLIGACAO;PTB / PMDB / PSC
2008;MG;PREFEITO;COLIGACAO;DEM / PT
2008;MG;PREFEITO;COLIGACAO;PR / PDT / PT / PSC
2008;GO;PREFEITO;COLIGACAO;PRB / PDT / PSB / PT / PPS / PTB / PV / PSC / PMDB / DEM / PR
2008;PR;PREFEITO;COLIGACAO;DEM / PSB / PTC / PRP / PP / PSDC
2008;PR;PREFEITO;COLIGACAO;DEM / PSB / PTC / PRP / PP / PSDC
2008;CE;PREFEITO;COLIGACAO;PMDB / PP / PRB / PSB / PDT
2008;SP;PREFEITO;COLIGACAO;PSDB / PPS / PR / PTB / PDT / PRP / PMN / PTN / PMDB / PP / PSL / PSC / PRB / PTC
2008;MG;PREFEITO;COLIGACAO;PC do B / PMN / PTC / PMDB / PT / PR / PP / PHS / PRTB / PPS / PRB
2008;CE;PREFEITO;COLIGACAO;PSDB / PHS / PPS / DEM / PP / PDT / PTB / PC do B
2008;SP;PREFEITO;COLIGACAO;PSDB / PP / PDT / PSL / PSC / PR / PSDC / PRTB / PHS / PMN / PTC / PSB / PRB
2008;MG;PREFEITO;COLIGACAO;DEM / PV / PRB / PR / PSL / PTC
2008;MG;PREFEITO;COLIGACAO;PP / PMDB / PSC / PR / DEM
2008;GO;PREFEITO;COLIGACAO;PR / PMDB / PT / PC do B / PV
2008;SP;PREFEITO;COLIGACAO;PC do B / PT / PSB
2008;RN;PREFEITO;COLIGACAO;PSB / PMN / PPS / PMDB / PTB / DEM / PR
2008;SP;PREFEITO;COLIGACAO;PTB / PSDB / PV / PP / PR / PSC / PMN / PDT / PSDC / PMDB / PRTB
2008;TO;PREFEITO;COLIGACAO;PDT / PMDB / PSL / PPS / DEM / PSB / PV / PC do B
2008;BA;PREFEITO;COLIGACAO;PT / PDT / PSL / PV / PSDB / PC do B
2008;MA;PREFEITO;COLIGACAO;PV / PTB / PT do B / PSDC / PRTB / PTC / PRB / PR
2008;AC;PREFEITO;COLIGACAO;PTN / PSL / PP / PV / PSB
2008;MG;PREFEITO;COLIGACAO;PR / PP / PSDB / PRTB / DEM
2008;MG;PREFEITO;COLIGACAO;PSC / PSDC
2008;GO;PREFEITO;COLIGACAO;PMDB / DEM / PT
2008;SC;PREFEITO;COLIGACAO;DEM / PMDB / PTB / PDT / PPS
2008;GO;PREFEITO;COLIGACAO;PSL / PDT / PT / PSC / PSB
2008;RS;PREFEITO;COLIGACAO;PP / PTB / PMDB / PPS / PSB / PSDB
2008;ES;PREFEITO;COLIGACAO;PMDB / PDT / PT / PPS / PT do B / PR / PMN / PV / PTB / DEM / PSDB
2008;CE;PREFEITO;COLIGACAO;PTB / PSDB / PHS / PMDB
2008;PB;PREFEITO;COLIGACAO;PP / PDT / PT / PMDB / PSDB
2008;BA;PREFEITO;COLIGACAO;PDT / PTB / PR / DEM
2008;MA;PREFEITO;COLIGACAO;PPS / PP / PTB / PSC / PDT / PV / PSDB / PTC / PC do B
2008;RS;PREFEITO;COLIGACAO;PT / PPS / PP / PSB
2008;AM;PREFEITO;COLIGACAO;PT do B / PV / PRB / PSC
2008;MA;PREFEITO;COLIGACAO;DEM / PP / PTB / PPS / PSDB
2008;SP;PREFEITO;COLIGACAO;PDT / PMDB / PR / PV
2008;PA;PREFEITO;COLIGACAO;DEM / PSC / PDT / PTB
2008;SP;PREFEITO;COLIGACAO;PSL / PHS / PRP / PRTB / PDT / PT do B / DEM / PT
2008;SP;PREFEITO;COLIGACAO;PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PSDC / PRTB / PHS / PTC / PSB / PV / PT do B
2008;AL;PREFEITO;COLIGACAO;PT / PV / PSL / PHS / PRB
2008;PR;PREFEITO;COLIGACAO;PC do B / PR / PTB / PP / PPS / PSB
2008;SC;PREFEITO;COLIGACAO;DEM / PP / PDT / PPS / PSB
2008;MG;PREFEITO;COLIGACAO;PTB / PRP / PT do B / PT / PSC / PSDC / PHS / PTN / PRTB / PRB
2008;RS;PREFEITO;COLIGACAO;PC do B / PHS / PDT / DEM / PPS
2008;CE;PREFEITO;COLIGACAO;PSDB / PSB / PC do B
2008;SC;PREFEITO;COLIGACAO;PTB / PP / PSDB
2008;AL;PREFEITO;COLIGACAO;PSDB / PTB / PPS
2008;RS;PREFEITO;COLIGACAO;PDT / DEM / PSB / PMDB
2008;PA;PREFEITO;COLIGACAO;PSDB / PMDB / PSC / PTB / DEM
2008;PR;PREFEITO;COLIGACAO;DEM / PMDB / PRB / PP / PSB / PV
2008;MG;PREFEITO;COLIGACAO;PSDB / PMDB / DEM / PT
2008;SE;PREFEITO;COLIGACAO;PPS / PT / PSB / PC do B / PT do B
2008;SP;PREFEITO;COLIGACAO;PTN / PDT / PT / PSB
2008;BA;PREFEITO;COLIGACAO;PP / PDT / PSL / PMDB / PSDC / PHS / PV / PSDB
2008;AL;PREFEITO;COLIGACAO;PMN / PSL / PTB / PRP / PV / PT do B / PR / PSB / PTN
2008;MG;PREFEITO;COLIGACAO;PR / PTB / PP / PMDB / DEM / PPS / PT
2008;SP;PREFEITO;COLIGACAO;PR / PTB / PSDB / PMDB / PV / PSC / DEM
2008;AM;PREFEITO;COLIGACAO;PTB / PP / PSDB / PRTB / DEM / PPS
2008;SP;PREFEITO;COLIGACAO;PMDB / PTB / PR / PRB / PHS / PPS / PT / PRP / PSL
2008;RN;PREFEITO;COLIGACAO;PSDB / PMDB / PV / PT do B / PT / PPS
2008;SP;PREFEITO;COLIGACAO;PTB / PMDB / PDT / DEM / PT
2008;RN;PREFEITO;COLIGACAO;PMDB / PMN / PSDB / PSL / PDT / PRP / PP / PCB / PTC / PTN
2008;MG;PREFEITO;COLIGACAO;PRP / PTN / PSDB / PTB
2008;TO;PREFEITO;COLIGACAO;PHS / PMDB / PDT / DEM / PPS / PSB
2008;MT;PREFEITO;COLIGACAO;PTN / PRP / PRB / PPS
2008;MG;PREFEITO;COLIGACAO;PMDB / DEM / PT / PHS / PC do B / PDT
2008;MT;PREFEITO;COLIGACAO;PR / PSB / PPS / PMDB
2008;MT;PREFEITO;COLIGACAO;PTB / PP
2008;AL;PREFEITO;COLIGACAO;PMN / PDT
2008;RN;PREFEITO;COLIGACAO;PR / PP / PMN / PPS / PT / PSC
2008;PI;PREFEITO;COLIGACAO;PSL / PR / PTB / PSDB / PMN / DEM / PSB
2008;PI;PREFEITO;COLIGACAO;PDT / PTB / PMDB / PC do B
2008;SP;PREFEITO;COLIGACAO;PDT / PSL / PTC / DEM / PV / PT do B / PT / PSC / PSDC / PSB / PP / PHS / PTN / PPS / PRB
2008;MG;PREFEITO;COLIGACAO;PTB / PV
2008;GO;PREFEITO;COLIGACAO;PTB / PMDB / PPS / PSB / PC do B / PTC / PT / PDT / PV / PRB / DEM
2008;GO;PREFEITO;COLIGACAO;PTB / PSDC / PSDB / PSB
2008;SP;PREFEITO;COLIGACAO;PT / PTB / PR / PSB / PPS / PV
2008;BA;PREFEITO;COLIGACAO;PR / PRP
2008;GO;PREFEITO;COLIGACAO;PSDB / PP / PSDC / PTN / PTC / PHS / PC do B / PT do B / PSOL
2008;MG;PREFEITO;COLIGACAO;PMDB / PSDB / DEM / PDT / PSL
2008;RS;PREFEITO;COLIGACAO;PTB / PSDB / PMDB / PPS
2008;MG;PREFEITO;COLIGACAO;PTB / PDT / PSC / PMN
2008;MG;PREFEITO;COLIGACAO;PR / PT do B / PV / PRB
2008;MA;PREFEITO;COLIGACAO;PC do B / PRTB / PTB / PRP / PMDB / PTN
2008;SP;PREFEITO;COLIGACAO;PV / PPS / PSB / PSDB / PT / PTB
2008;SP;PREFEITO;COLIGACAO;PSDB / PMDB / PRB / PPS / PSB
2008;CE;PREFEITO;COLIGACAO;PSL / PR / PMDB / PDT / DEM / PRB / PSC / PT
2008;BA;PREFEITO;COLIGACAO;PP / PSC / PR / DEM
2008;SP;PREFEITO;COLIGACAO;PC do B / PSDB / PRP / DEM / PSC / PPS / PSB
2008;BA;PREFEITO;COLIGACAO;PT / PDT / PMDB / PTC / PRB
2008;BA;PREFEITO;COLIGACAO;PTN / PMDB / PRB / DEM / PPS / PMN / PSDB / PP / PRTB / PTC / PSL
2008;MT;PREFEITO;COLIGACAO;PP / PR / PSDB
2008;CE;PREFEITO;COLIGACAO;PR / PTN / PTB / PDT / PV / DEM / PPS
2008;MT;PREFEITO;COLIGACAO;DEM / PMDB / PP / PT / PSB / PR
2008;MT;PREFEITO;COLIGACAO;PDT / PT / PSL / DEM / PRTB / PTC / PSB / PRP / PSDB
2008;GO;PREFEITO;COLIGACAO;PC do B / PSDB / PP / PRB / PSDC / PT do B / PMN / PHS / PV / PPS / PR
2008;CE;PREFEITO;COLIGACAO;PTC / PSL / PTB / PP / PPS / PSB
2008;MG;PREFEITO;COLIGACAO;PSL / PR / PTB / PHS / PT
2008;MG;PREFEITO;COLIGACAO;PTB / PSDB / PV / PSB
2008;PB;PREFEITO;COLIGACAO;DEM / PMDB / PTB / PR
2008;PR;PREFEITO;COLIGACAO;PT / PR / PP / PTB / PDT
2008;GO;PREFEITO;COLIGACAO;PC do B / PSDB / PP / PRB / PSDC / PT do B / PMN / PHS / PV / PPS / PR
2008;SC;PREFEITO;COLIGACAO;PP / PMDB / DEM / PSDB
2008;GO;PREFEITO;COLIGACAO;PTN / PMN / PRP
2008;BA;PREFEITO;COLIGACAO;PTN / PMDB / PRB / DEM / PPS / PMN / PSDB / PP / PRTB / PTC / PSL
2008;RR;PREFEITO;COLIGACAO;PP / PDT / PHS / PSL
2008;MS;PREFEITO;COLIGACAO;PDT / PT / DEM / PTB / PR / PRB / PMN / PRP / PPS / PSL / PP / PSDB / PSB / PC do B
2008;PE;PREFEITO;COLIGACAO;PTB / PP / PPS / PT / PSB
2008;RJ;PREFEITO;COLIGACAO;PC do B / PSL / PTB / PMDB / DEM / PSC / PSDC / PR / PSDB / PP / PRB
2008;SE;PREFEITO;COLIGACAO;PR / PTC / PDT / PTB / PSDC / DEM / PRTB / PSC
2008;MG;PREFEITO;COLIGACAO;PRB / PP / PDT / PMDB / PSC / PR / DEM / PSDB
2008;MG;PREFEITO;COLIGACAO;PT / PSDB / PDT / PRB / PRTB
2008;GO;PREFEITO;COLIGACAO;PR / DEM / PTB / PTC
2008;AP;PREFEITO;COLIGACAO;PR / PC do B / PSDC / PMDB / PT do B / PV / PPS / PSC
2008;SC;PREFEITO;COLIGACAO;PDT / PT / PTB / PMDB / PR / PPS / PSDB / PSB
2008;BA;PREFEITO;COLIGACAO;PR / PTB / PRP / PDT / PSC / PT / PTC / PPS / PSB
2008;MG;PREFEITO;COLIGACAO;PSL / DEM / PT / PSB / PTC
2008;MG;PREFEITO;COLIGACAO;PR / DEM / PT / PTB
2008;RS;PREFEITO;COLIGACAO;PP / PDT / PMDB / PPS / DEM / PSDB
2008;RN;PREFEITO;COLIGACAO;PT / PR / PMN / PSB / PC do B
2008;RN;PREFEITO;COLIGACAO;PR / PC do B / DEM / PSB
2008;MA;PREFEITO;COLIGACAO;PDT / PHS / PSL / PSDC / PTC / PT / PPS / PC do B / PT do B / PCB
2008;MA;PREFEITO;COLIGACAO;PMDB / DEM / PSC / PR / PTB / PPS / PT do B / PV / PSL
2008;BA;PREFEITO;COLIGACAO;PDT / PMN / PSL / PTC / PRP / DEM / PT do B / PR / PSC / PSDC / PSDB / PP / PHS / PTN / PRTB
2008;RJ;PREFEITO;COLIGACAO;PSDB / PR / PV / PSC / DEM / PT do B / PTB
2008;PB;PREFEITO;COLIGACAO;PSL / PC do B / PP / PSDB / PV / PPS / PT
2008;CE;PREFEITO;COLIGACAO;PP / PMDB / PT
2008;PE;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PTC / PTB / PR / PSC / PSB / PP / PHS / PTN
2008;PE;PREFEITO;COLIGACAO;PSB / PT / PDT / PC do B
2008;ES;PREFEITO;COLIGACAO;PMDB / PSC / PTB / PSDB / PTN
2008;RS;PREFEITO;COLIGACAO;PC do B / PPS / PT / PSB
2008;CE;PREFEITO;COLIGACAO;PRB / PHS / PSB / PR / PP / PT
2008;SP;PREFEITO;COLIGACAO;PPS / PP / PR / PT / PSB / DEM / PV
2008;ES;PREFEITO;COLIGACAO;PSDB / PR / PRP / PDT / PMN / DEM / PTN / PMDB / PRB
2008;GO;PREFEITO;COLIGACAO;PMDB / DEM / PT / PPS
2008;BA;PREFEITO;COLIGACAO;PMDB / PC do B / PDT / PV / PT / PSB / PSDB / PP / PPS
2008;SP;PREFEITO;COLIGACAO;PDT / PSDB / PTB
2008;AM;PREFEITO;COLIGACAO;PV / PTB
2008;SP;PREFEITO;COLIGACAO;DEM / PTB / PSB / PSC / PSDB
2008;MG;PREFEITO;COLIGACAO;PT / PRB / PPS / PP / PRP / PMDB / PTB / PTN
2008;PE;PREFEITO;COLIGACAO;PSL / PTN / PDT / PSB
2008;RJ;PREFEITO;COLIGACAO;PMDB / PTC / PRB / PSB / PTN / PV / PRP / PSL / PMN / PSDB / PPS / PP / PSDC
2008;SE;PREFEITO;COLIGACAO;PTB / PP
2008;SP;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PTC / PTB / PV / PT do B / PSC / PSDC / PSB / PP / PHS / PTN / PPS
2008;MG;PREFEITO;COLIGACAO;PP / PDT / PTB / PMDB / PSC / PR / PSB / PV
2008;TO;PREFEITO;COLIGACAO;PSDB / PV / PSC
2008;PA;PREFEITO;COLIGACAO;PSL / PR / PTB / PSDB / PRP / PSB
2008;SP;PREFEITO;COLIGACAO;PT / PV / DEM / PSC / PDT / PTB / PMDB / PC do B / PP
2008;MG;PREFEITO;COLIGACAO;PTC / PTB / DEM / PV / PT do B / PSDC / PSDB / PP / PHS / PTN / PRTB / PPS / PRB
2008;CE;PREFEITO;COLIGACAO;PSB / PMDB / PP / PDT
2008;AM;PREFEITO;COLIGACAO;PDT / PSB
2008;AM;PREFEITO;COLIGACAO;PTN / PTC / PRTB / PRB
2008;AM;PREFEITO;COLIGACAO;PP / PR / PMDB / DEM / PSB / PTC / PSC / PRB / PTN
2008;BA;PREFEITO;COLIGACAO;PP / PRP / PT / PMDB / PV / PPS / DEM / PR / PSDB / PT do B
2008;MA;PREFEITO;COLIGACAO;PSDB / PT do B / PPS / PT / PSB
2008;RO;PREFEITO;COLIGACAO;PT / PSB / PRB / PPS / PTB / PR / PSC / PSDB / PDT / PV / PP
2008;GO;PREFEITO;COLIGACAO;PTC / PSL / PSDC / PHS / PMDB / PRP
2008;MG;PREFEITO;COLIGACAO;DEM / PDT
2008;SP;PREFEITO;COLIGACAO;PSL / PR / PTB / PSDB / PRB / DEM / PPS / PSB
2008;SP;PREFEITO;COLIGACAO;PSDB / PDT / DEM / PPS / PSB
2008;PI;PREFEITO;COLIGACAO;PHS / PPS
2008;MG;PREFEITO;COLIGACAO;PRB / PDT / PR / DEM
2008;AL;PREFEITO;COLIGACAO;PSL / PTC / PSDB / PMDB / PT do B / PSC
2008;PA;PREFEITO;COLIGACAO;PTC / PTB / PRTB / PPS / PT
2008;RN;PREFEITO;COLIGACAO;PC do B / PMDB / PPS / PTB / PMN / PDT / PP / PRTB / PRB
2008;MG;PREFEITO;COLIGACAO;PRB / PMDB / PR / PV
2008;BA;PREFEITO;COLIGACAO;PSDB / PT do B / PRP / PP / PR / DEM / PC do B
2008;PE;PREFEITO;COLIGACAO;PSB / PDT / PMDB
2008;AM;PREFEITO;COLIGACAO;PMDB / PRP / PDT / PSL
2008;MG;PREFEITO;COLIGACAO;PDT / PT / PTB / PMDB
2008;RN;PREFEITO;COLIGACAO;PP / PTB / DEM / PMN / PV / PC do B
2008;SC;PREFEITO;COLIGACAO;PTB / PMDB / PSB
2008;SP;PREFEITO;COLIGACAO;PMDB / DEM
2008;MT;PREFEITO;COLIGACAO;DEM / PSB / PC do B / PP / PSL / PTB / PSDC / PSDB
2008;AL;PREFEITO;COLIGACAO;PMN / PRB / DEM
2008;MG;PREFEITO;COLIGACAO;PTC / PC do B / PHS / PSC / PT
2008;RJ;PREFEITO;COLIGACAO;PC do B / PTB / PPS / PSB
2008;MG;PREFEITO;COLIGACAO;PMDB / PSDB / PSC / PRP / DEM / PR / PRB / PDT
2008;RN;PREFEITO;COLIGACAO;PP / PR / DEM / PMN / PSB
2008;MG;PREFEITO;COLIGACAO;PTB / PSDB / PTC / PR / PDT / PSC / PRP
2008;PI;PREFEITO;COLIGACAO;PDT / PMN / PTC / PTB / PV / PR / PSB / PP / PRTB / PRB
2008;AM;PREFEITO;COLIGACAO;PSDB / PMDB / PC do B / PP / PT / PTB / PSL / PR / PRTB / PMN / PRB / PT do B / PRP / PSC / PDT
2008;AM;PREFEITO;COLIGACAO;PSDC / PRP / PRTB / PMN
2008;AM;PREFEITO;COLIGACAO;PMDB / PPS / PSDB / DEM / PRP / PRB / PP
2008;GO;PREFEITO;COLIGACAO;PP / DEM / PSDB
2008;AM;PREFEITO;COLIGACAO;PMDB / DEM / PT / PSC / PRB / PTN / PSL / PP / PRP / PMN / PSDB / PTC / PT do B / PDT
2008;BA;PREFEITO;COLIGACAO;PMDB / PSB / PTN / PR / PP / PSC / PPS / PTC
2008;BA;PREFEITO;COLIGACAO;PC do B / PSDB / PRB / PSC
2008;SP;PREFEITO;COLIGACAO;PT / PMDB / PP / PC do B / PTC / PTN
2008;BA;PREFEITO;COLIGACAO;PRTB / PR / DEM / PSL / PSB / PSC / PRB / PRP / PC do B / PV
2008;SE;PREFEITO;COLIGACAO;PMN / PTB / PRP / DEM / PV / PT do B / PSB / PP / PHS / PPS
2008;BA;PREFEITO;COLIGACAO;PR / PC do B / PP / PRTB / PT / PSB
2008;SE;PREFEITO;COLIGACAO;PSB / PHS / PC do B / PMDB / PTB / PT do B / PRB
2008;PE;PREFEITO;COLIGACAO;PTB / DEM / PSDC
2008;RN;PREFEITO;COLIGACAO;PC do B / PR / PP / PMDB / PDT / PV / PSB
2008;BA;PREFEITO;COLIGACAO;PSL / PTC / DEM / PR / PHS / PTN / PRB / PDT
2008;RS;PREFEITO;COLIGACAO;PTB / PMDB / PDT / PT
2008;AL;PREFEITO;COLIGACAO;PDT / PSB / PR / PT / PV / DEM / PSL / PHS / PC do B / PT do B
2008;PB;PREFEITO;COLIGACAO;PSL / PP / PMDB / PT / PSB
2008;TO;PREFEITO;COLIGACAO;PTB / PMDB / PV / PSC / PR / PSB / PSDB / PP / PTN / PRTB / PPS
2008;MT;PREFEITO;COLIGACAO;PP / PSB
2008;PE;PREFEITO;COLIGACAO;PP / PSL / PSDC / PSB / PRP / PSDB / PMDB
2008;PE;PREFEITO;COLIGACAO;PMN / PTB / PMDB / DEM / PT / PR / PHS / PRTB / PPS / PRB
2008;PE;PREFEITO;COLIGACAO;PC do B / PDT / PTB / PRP / PV / PT / PSDB / PSB / PTN / PPS
2008;PR;PREFEITO;COLIGACAO;PTB / PMDB / PSDB
2008;PA;PREFEITO;COLIGACAO;PR / PSDB / PHS / PT do B / PSC / PSB
2008;PR;PREFEITO;COLIGACAO;PSOL / PSTU
2008;SE;PREFEITO;COLIGACAO;PR / PSDB
2008;MT;PREFEITO;COLIGACAO;PRB / PP / PR / DEM / PV / PSDB / PC do B
2008;SP;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PTC / PTB / PV / PT do B / PSC / PSDC / PSB / PP / PHS / PTN / PPS
2008;PR;PREFEITO;COLIGACAO;PSL / PTB / PP / PSDC / PSDB / PV / DEM / PSC
2008;BA;PREFEITO;COLIGACAO;PP / PSDC / DEM
2008;AC;PREFEITO;COLIGACAO;PP / PMDB / PC do B / PSDC / PMN
2008;MG;PREFEITO;COLIGACAO;PTB / PSDB / DEM / PPS
2008;PA;PREFEITO;COLIGACAO;PTB / PP / PSDB / PV / DEM / PPS / PSC
2008;RN;PREFEITO;COLIGACAO;PSB / PHS / DEM / PP
2008;PB;PREFEITO;COLIGACAO;PSL / PP / PSDB / PMDB / PDT / DEM
2008;RN;PREFEITO;COLIGACAO;PC do B / PTB / DEM / PT / PSC / PR / PSB / PP / PHS / PPS
2008;RN;PREFEITO;COLIGACAO;PSB / PP / PPS / DEM / PRTB / PR / PV
2008;GO;PREFEITO;COLIGACAO;PTC / PHS / PMDB / PDT / DEM / PRB / PSC
2008;PI;PREFEITO;COLIGACAO;PP / PT / PSB
2008;RS;PREFEITO;COLIGACAO;PTB / PP / PPS / PHS / PSB / PT / PSDB / PV
2008;CE;PREFEITO;COLIGACAO;PRB / PDT / PT / PSB / PC do B
2008;SP;PREFEITO;COLIGACAO;PC do B / PDT / PMN / PTB / PRP / PT do B / PT / PR / PSC / PSDC / PSB / PP / PHS / PTN / PPS / PRB
2008;PA;PREFEITO;COLIGACAO;PC do B / PDT / PTB / PMDB / PRP / PV / PT / PSC / PSB / PHS / PR
2008;PA;PREFEITO;COLIGACAO;PTC / PSL / PMDB / PRB / PSC
2008;MG;PREFEITO;COLIGACAO;PMDB / PV / PP / PRB / PR
2008;MG;PREFEITO;COLIGACAO;PR / PP / PSDB / DEM / PSC
2008;SE;PREFEITO;COLIGACAO;PTB / PP / PRP / PT do B
2008;CE;PREFEITO;COLIGACAO;PT / PSB / PC do B / PMDB / PV / PHS / PMN / PSL / PTN / PRB / PT do B / PSDC
2008;RN;PREFEITO;COLIGACAO;PC do B / PP / PV / PMN / PSB
2008;RS;PREFEITO;COLIGACAO;PTB / PP
2008;PR;PREFEITO;COLIGACAO;PMDB / PDT / PT
2008;SP;PREFEITO;COLIGACAO;PP / PDT / PT / PTB / PMDB / PSB
2008;RJ;PREFEITO;COLIGACAO;PTB / PP / PDT / PT do B / PRB / DEM / PSC
2008;SP;PREFEITO;COLIGACAO;PTC / PSDB
2008;RN;PREFEITO;COLIGACAO;PP / PSDB / PDT / PMN / DEM / PSC / PSB
2008;BA;PREFEITO;COLIGACAO;PC do B / PR / PHS / PRTB / PT / PSB
2008;SP;PREFEITO;COLIGACAO;PV / PMDB / PSDB / PP / PT
2008;GO;PREFEITO;COLIGACAO;PMDB / PPS / PDT
2008;PR;PREFEITO;COLIGACAO;PSDB / DEM / PSDC / PRP / PSL
2008;PR;PREFEITO;COLIGACAO;PDT / DEM / PSDB
2008;RN;PREFEITO;COLIGACAO;PTB / PR / DEM / PSB
2008;PA;PREFEITO;COLIGACAO;PP / PMDB / PSC / DEM
2008;MG;PREFEITO;COLIGACAO;PR / PSL / PDT
2008;AC;PREFEITO;COLIGACAO;PR / PMN / PT / PP / PDT / PTB / PMDB / PSB / PC do B
2008;MG;PREFEITO;COLIGACAO;PSDB / PMDB / DEM / PRB
2008;MG;PREFEITO;COLIGACAO;PTC / PSL / PC do B / PMDB / PT
2008;AM;PREFEITO;COLIGACAO;PCB / PSOL
2008;CE;PREFEITO;COLIGACAO;PT / PDT
2008;CE;PREFEITO;COLIGACAO;PC do B / PR / PTB / PV / PT / PPS
2008;AM;PREFEITO;COLIGACAO;PP / PMDB / PPS / PSOL / DEM / PCB / PTC / PSC / PRP / PRB / PSDB / PMN / PHS / PTB / PDT / PSL / PRTB / PTN
2008;SP;PREFEITO;COLIGACAO;PP / PT / PSC / PRTB / PHS / PTC / PRP / PT do B
2008;SP;PREFEITO;COLIGACAO;PSL / PTC / DEM / PT do B / PR / PSC / PSDC / PSDB / PHS / PTN / PRTB / PPS
2008;RS;PREFEITO;COLIGACAO;PMDB / PT
2008;PI;PREFEITO;COLIGACAO;PSB / DEM / PMN / PP / PSDB
2008;SP;PREFEITO;COLIGACAO;PTB / PP / PSDB / PMDB / PRP / PRTB / DEM / PSB
2008;MG;PREFEITO;COLIGACAO;PC do B / PTC / PR / PTN / PHS / PRTB / PDT / PT
2008;MG;PREFEITO;COLIGACAO;PTC / PSL / PSDB / PHS / PDT / PMN
2008;BA;PREFEITO;COLIGACAO;PP / PT / PTB / PMDB / PR / PV
2008;AM;PREFEITO;COLIGACAO;PP / PMDB / PSL / PTN / PSC / PR / PTC
2008;ES;PREFEITO;COLIGACAO;PSL / PC do B / PTB / PP / PSDC / PSDB / PDT
2008;RJ;PREFEITO;COLIGACAO;PMDB / PRP / PTC / PT do B / PV / PTB / PSL / PSDB / PSDC / PP / PDT / PC do B / PRB
2008;MG;PREFEITO;COLIGACAO;PC do B / PR / PTB / PP / PDT / PSC / PT
2008;MG;PREFEITO;COLIGACAO;PDT / PTB / PMDB / PTN / PMN / PTC / PSB / PV / PC do B
2008;MA;PREFEITO;COLIGACAO;PP / PDT / PT / PTB / PSC / PCB / PRTB / PHS / PMN / PSB / PRP / PC do B
2008;CE;PREFEITO;COLIGACAO;PTB / PSDB / DEM / PPS
2008;PA;PREFEITO;COLIGACAO;PT / PMN / PSB
2008;AP;PREFEITO;COLIGACAO;PRB / PP / PT / PTB / PMDB / PR / PPS / PRTB
2008;BA;PREFEITO;COLIGACAO;PC do B / PDT / PTC / PTB / PMDB / PSC / PSB / PSDB / PP / PPS / PRB
2008;MA;PREFEITO;COLIGACAO;PDT / PSB / PSDB
2008;MG;PREFEITO;COLIGACAO;PC do B / PMN / PMDB / PV / PSC / PSDC / PSB / PHS / PPS / PRB
2008;MG;PREFEITO;COLIGACAO;DEM / PR / PSDB / PMDB / PSC
2008;MA;PREFEITO;COLIGACAO;PR / PP / PSDB / PV / PMDB / DEM / PSB / PRP / PT do B / PC do B / PSC / PRTB / PHS
2008;AL;PREFEITO;COLIGACAO;PR / PMDB / PT do B / PSC
2008;AL;PREFEITO;COLIGACAO;PT / PPS / PV / PSL / PMN / PP / PSB / PTC / PT do B
2008;PA;PREFEITO;COLIGACAO;PSDB / PMDB / PP / PDT / PTB / PTN / PPS / DEM / PSDC / PRTB / PMN / PSB / PV / PRP
2008;AL;PREFEITO;COLIGACAO;PDT / PSL / PTC / PTB / PMDB / PRP / DEM / PSC / PR / PSDC / PRTB / PRB
2008;MG;PREFEITO;COLIGACAO;PR / PSDC / PMDB / PT / PSDB
2008;RN;PREFEITO;COLIGACAO;PSB / DEM / PMN
2008;BA;PREFEITO;COLIGACAO;PSC / PCB / PSDC / PMN / PSB / PV / PSDB / PC do B / PT do B
